sentence	sentence_id	locale	reason
Deze mensen hebben meer nodig dan" words.	084c7adcecf7d5a2a7972e14b3ad6e2438bc7c344d04c1a3767639e929aebc03	nl	grammar-or-spelling
Alle democraten zouden on zijn onmiddellijke, onvoorwaardelijke vrijlating moeten vragen.	0ed3549bac53c276966c35cb6138ab79b73eb163486403abd42eb425b9a20672	nl	grammar-or-spelling
Alle democraten zouden on zijn onmiddellijke, onvoorwaardelijke vrijlating moeten vragen.	0ed3549bac53c276966c35cb6138ab79b73eb163486403abd42eb425b9a20672	nl	grammar-or-spelling
Via de ben ik er vervolgens achter gekomen dat het voor februari geagendeerd is.	067b5f0a3f73b43473c96b6c29e2a6eb87d1902d00b072583a0b14f8214fb2bb	nl	grammar-or-spelling
Alle democraten zouden on zijn onmiddellijke, onvoorwaardelijke vrijlating moeten vragen.	0ed3549bac53c276966c35cb6138ab79b73eb163486403abd42eb425b9a20672	nl	grammar-or-spelling
Via de ben ik er vervolgens achter gekomen dat het voor februari geagendeerd is.	067b5f0a3f73b43473c96b6c29e2a6eb87d1902d00b072583a0b14f8214fb2bb	nl	grammar-or-spelling
Alle democraten zouden on zijn onmiddellijke, onvoorwaardelijke vrijlating moeten vragen.	0ed3549bac53c276966c35cb6138ab79b73eb163486403abd42eb425b9a20672	nl	grammar-or-spelling
Via de ben ik er vervolgens achter gekomen dat het voor februari geagendeerd is.	067b5f0a3f73b43473c96b6c29e2a6eb87d1902d00b072583a0b14f8214fb2bb	nl	grammar-or-spelling
Via de ben ik er vervolgens achter gekomen dat het voor februari geagendeerd is.	067b5f0a3f73b43473c96b6c29e2a6eb87d1902d00b072583a0b14f8214fb2bb	nl	grammar-or-spelling
Hebt u daar dan een veilig gevoel bij?	13227c81947af0e93c8a800dbcba751588dfdc92a1cb706dc166953c5e2cde60	nl	grammar-or-spelling
Ook hiervoor is de eenvoudige etikettering van wezenlijk belang.	1130e09600081d85e9ca0d72b8cf958e138e59c48b5de883375836ae5a73e40f	nl	difficult-pronunciation
Wij gaan dat het samen doen.	136559610ec3741c0e6c8a499af876934156c85e95a4046b58dec7fadf0ed9bc	nl	grammar-or-spelling
Deze mensen hebben meer nodig dan" words.	084c7adcecf7d5a2a7972e14b3ad6e2438bc7c344d04c1a3767639e929aebc03	nl	grammar-or-spelling
Deze maatregelen zijn helaas nodig omdat de islam de vrije wereld bedreigt.	13510af618031525765c4aa8d0e80bb7f7be3674fccc5412650aaf470eb3b6a6	nl	offensive-language
Alle democraten zouden on zijn onmiddellijke, onvoorwaardelijke vrijlating moeten vragen.	0ed3549bac53c276966c35cb6138ab79b73eb163486403abd42eb425b9a20672	nl	grammar-or-spelling
Wij zijn altijd bereid op verschillende manieren ons engagement te tonen.	13e23d4647b2fde88fc8371d11c9e581f72dc999c42d6a137bdc55ac1ddac3f1	nl	Opname blijft te zacht. Ik moet schreeuwen tegen mn telefoon...
Via de ben ik er vervolgens achter gekomen dat het voor februari geagendeerd is.	067b5f0a3f73b43473c96b6c29e2a6eb87d1902d00b072583a0b14f8214fb2bb	nl	grammar-or-spelling
Voor een aanzienlijke deel belanden deze gelden bij bureaucratische tussenpersonen.	1540e164e653d45786b4fd2135d39406dde8654d7f50d288992d5f822cb816b8	nl	grammar-or-spelling
Via de ben ik er vervolgens achter gekomen dat het voor februari geagendeerd is.	067b5f0a3f73b43473c96b6c29e2a6eb87d1902d00b072583a0b14f8214fb2bb	nl	grammar-or-spelling
Wij worden op dit moment geconfronteerd met massale met alle bijeffecten van dien.	136940a5a0af07769a5dee375b0f08708dd04fa065c6577eb9da7eb4846ee629	nl	grammar-or-spelling
Dit heel duidelijk op basis van de principes van subsidiariteit en proportionaliteit.	1575752e3bae69c907c843e985a54d7d2bfe0e58c6c4d998107594fad543faf3	nl	grammar-or-spelling
Ik heb getracht die te op te vullen met mijn amendementen op het verslag.	1416f013263b63f3f0957fe8a7bf76a7d49c1f807051ae995db80e5809164517	nl	grammar-or-spelling
Via de ben ik er vervolgens achter gekomen dat het voor februari geagendeerd is.	067b5f0a3f73b43473c96b6c29e2a6eb87d1902d00b072583a0b14f8214fb2bb	nl	grammar-or-spelling
Ik wil nog iets zegen over gelijk loon.	1646bed0881513bc5aacb19fa600c3449c19dd34553bf6f92bd3379d2e1ded81	nl	grammar-or-spelling
De volgende stap isdeelname aan de eurozone.	1830f1670328da21ed2e41171250f619d48d3828c60d8466bc942274479d9ed5	nl	grammar-or-spelling
In dit verband verdient de rapporteur onze gelukwensen voor met haar goede werk.	18705061d61ec8db02698cc86b9b6638e50857fb65909c749d602ca32de0f1b0	nl	grammar-or-spelling
In september zal de dan weer vergaderen om dat rapport te bespreken.	183e23f715da4efb9282dd9caf4134199cf7a04285e9623e9051822770235aa4	nl	grammar-or-spelling
Het spreekt vanzelf dat u daarvoor kunt u rekenen op mijn totale inzet.	17f9e7e8f7d0a1fd5e133f8ac73d22664d59880442c0d0dedf6adf57b9891c56	nl	grammar-or-spelling
Deze tekst bevat een hele waslijst uiterst immigratiebevorderende en ondermijnende voorstellen.	18069ebcad1ba202cfc14b644daf24066b70846bf5aa32e7a294385175e8879c	nl	difficult-pronunciation
In september zal de dan weer vergaderen om dat rapport te bespreken.	183e23f715da4efb9282dd9caf4134199cf7a04285e9623e9051822770235aa4	nl	grammar-or-spelling
Ik met het met de geachte afgevaardigde eens.	1940553484a9b58259716129644cd4d27d1fb9fd35ccee69b942f809ad01bb46	nl	grammar-or-spelling
We kunnen de natuur niet beschermen door er een muur omheen zetten.	19f40ab4912ecb44d1671729e51df58b8432948be5e121618ce4b0a2d31912b8	nl	grammar-or-spelling
Dat is voor de vooruitgang een sine qua non .	18b863281528a5b268c4d963a4ea2b9390efc7226012d41c3f4790fb4e67af29	nl	different-language
Op dat punt zijn er nog tekortkomingen.	193cf65dd9f8df181f77d79f184b2fca21e850b93c5b21f95c613d1eb026ea81	nl	De voorgestelde zinnen kunnen niet goed worden uitgesproken in de eigen taal of dialect omdat ze daarin niet voorkomen. De zinnen zouden anders worden geformuleerd. Zo komt de echte spreektaal niet tot zijn recht. En blijft alleen Nederlands gesproken met
Nalaten deze problemen aan te pakken zou verschrikkelijk fout zijn.	1a6283dced30a6ac082ec3cc48f324e945a3ed65c26b06d4b684b6239824c150	nl	grammar-or-spelling
Ik met het met de geachte afgevaardigde eens.	1940553484a9b58259716129644cd4d27d1fb9fd35ccee69b942f809ad01bb46	nl	grammar-or-spelling
In de eerste plaats wil het over het vochtgehalte van granen hebben.	1aa7362e597bd93c2eb7314870c50183a6a47907f77abdf858f04e320c6a8c61	nl	grammar-or-spelling
Ik zal ze een voor een kort bespreken.	19f07e84645fb2f924321da414aca0644018f21bffcf963f1a2a47a8051d7ae3	nl	grammar-or-spelling
Dit is dan ook een van de doelstellingen van het programma.	19b2c669592c433c688948a7da9a051021a7415a8588cdef5a45adf7c5017441	nl	grammar-or-spelling
Altijd zijn beide opties mogelijk en niet slechts een.	1b38546aa01b33030f865854a4d49d865232ee53ae315fdbc9d7586b63146fcd	nl	grammar-or-spelling
Samen zullen wij in de strijd tegen het terrorisme overwinnen.	1bc4cf06ea182dbca034c5b0609e19fe4e17b76d5bc18c0536b7ecd1597d76e2	nl	grammar-or-spelling
Dat is voor de vooruitgang een sine qua non .	18b863281528a5b268c4d963a4ea2b9390efc7226012d41c3f4790fb4e67af29	nl	different-language
Ik verwelkom het vooral dat een van de prioriteiten van volgend jaar klimaatverandering is.	1bf23cd6803351371a4cb3331a537bcc343db2d848df978611b596fab245660a	nl	grammar-or-spelling
Zijn verklaringen van gisterenwaren aanzienlijk duidelijker en zinniger.	1bcd53165316adef5b1e228c582c982012ebf2555dc41d9c28816a1699cc2d55	nl	grammar-or-spelling
Dat is voor de vooruitgang een sine qua non .	18b863281528a5b268c4d963a4ea2b9390efc7226012d41c3f4790fb4e67af29	nl	different-language
Ik zou daar het een en ander over willen zeggen.	1bbea34d785a160fdab18afaefa573b191ca6c4a3e0bb4688b310caa1d9b7f3a	nl	grammar-or-spelling
Dat is voor de vooruitgang een sine qua non .	18b863281528a5b268c4d963a4ea2b9390efc7226012d41c3f4790fb4e67af29	nl	grammar-or-spelling
U werkt niet in afzondering.?	1c868334bde2f8fd15a334e1a02a17cec6f070f18af10f45ba6b0ebbdb1b45fe	nl	grammar-or-spelling
Dat is voor de vooruitgang een sine qua non .	18b863281528a5b268c4d963a4ea2b9390efc7226012d41c3f4790fb4e67af29	nl	different-language
Ik zou daar het een en ander over willen zeggen.	1bbea34d785a160fdab18afaefa573b191ca6c4a3e0bb4688b310caa1d9b7f3a	nl	grammar-or-spelling
Dat is voor de vooruitgang een sine qua non .	18b863281528a5b268c4d963a4ea2b9390efc7226012d41c3f4790fb4e67af29	nl	different-language
De democratie is gebaat bij pluriformiteit van de media-eigendom.	1c8d7b361abaeef00a012d2576317ce2f04e351402f6da8f735bf9088b0218b4	nl	grammar-or-spelling
Laten wij hier niet vooruitlopen op de uitkomst van dat debat.	1d2a478eed654db85d1d7633dd061372d57fd2da90a73eb0ac6919f7d984433e	nl	difficult-pronounce
De ziekte blijf een bedreiging, daarom moeten we waakzaam blijven!	1d08685aad7fb46b3ba082dfcea0368197efe7b6a46a8b295039f03dd74ea72c	nl	grammar-or-spelling
Film en filmen zijn niet alleen kunst en amusement.	1df19e5c327b014b0c736121870fa19c8b9f0ca644dcf8bbe4cc424a4a97d1fa	nl	grammar-or-spelling
In dat verband moet ook het gebruik van de worden aangemoedigd.	20c8d70fda8d51ca9e4c5498018bd7fc0e0b3d0eaf3bdb30e5d686f7361c78e4	nl	grammar-or-spelling
Het is eerste punt betreft de euro.	216c4ab2052e9841df97e9b42ffb0799ac2fe8f6368f3b823bc2aca3cba32b06	nl	grammar-or-spelling
De van de afgelopen maanden hebben aangetoond dat we daar iets aan moeten doen.	2138118e05b29a5686e899742488ef02e06794a8d3a916c8cd7096942b80c776	nl	grammar-or-spelling
Dan weten wij hoe met dat derde punt staat.	21b70df68454ed24f171a51279df2ad584021f878376d35f34a74297501be3c2	nl	grammar-or-spelling
Daarvoor is nodig betere controle waarbij apparatuur die fraudebestendig is, kan helpen.	221a6b4adeafb3e6ed1a20227861edd4f7c4067cb0564927a1f69e4365ec2aca	nl	grammar-or-spelling
Waarom zou hij niet, als hij voor minder productie hetzelfde geld kan opstrijken?	21f93a23ab132edc8a7a8bce4d54f09d84e87c759b798c3ab184fc11dd233908	nl	grammar-or-spelling
Het functioneren van deze ratingbureaus moet aan regels worden onderworpen.	217e74db8fef5ecec1e33dc75a4b7e61cf43dc3e5d75e8af8a8d5d8ec615b5ab	nl	Microfoonteken ontbreekt
Dit gezegd zijnde is het wenselijk stapsgewijze te werk te gaan.	22edaf4e7afe7a70725d58bc657c48ad5d54e1c5645fb4ced986c5880f787ab7	nl	grammar-or-spelling
De landbouw kan niet zonder mee gelijk worden gesteld met andere economische activiteiten.	22ebe4f08299c31d905d084d03c6fa63f237e3c16297392385129bd34cfc57a9	nl	grammar-or-spelling
Het loont de moeite een dergelijke dappere uitspraken nogmaals te herhalen.	22d51460efaa772ea6b556cedceba05aaf69283830e46ea23a27f03ffc4c9b47	nl	grammar-or-spelling
Dit zijn allemaal redenen waarom ik voor het verslag gestemd hebben.	24cee83f4c15be09e80cb6ec949fc49f74ec600d92aa0c1be3d59ab51e125483	nl	grammar-or-spelling
Ik heb geen verificatie ontvangen van de twee mensen die hebt genoemd.	253011081ca9f89885da85ea569519a9db796a83ce453646f0bdcb15302ba1a9	nl	grammar-or-spelling
Het loont de moeite een dergelijke dappere uitspraken nogmaals te herhalen.	22d51460efaa772ea6b556cedceba05aaf69283830e46ea23a27f03ffc4c9b47	nl	grammar-or-spelling
De landbouw kan niet zonder mee gelijk worden gesteld met andere economische activiteiten.	22ebe4f08299c31d905d084d03c6fa63f237e3c16297392385129bd34cfc57a9	nl	grammar-or-spelling
Het verslagen de resolutie bevatten drie aspecten die ik graag wil bespreken.	266f26b23a60aa2e0487951879acb45adab9cdaf07a70c9190fd3f692612f041	nl	grammar-or-spelling
Op is er in uw verklaringen echter sprake geweest van een dergelijke zone.	279b5c216ed68dbf4f6a72048fe2ef4ce9dba9b22acf598d4276a2ea98052c25	nl	grammar-or-spelling
Ik heb geen verificatie ontvangen van de twee mensen die hebt genoemd.	253011081ca9f89885da85ea569519a9db796a83ce453646f0bdcb15302ba1a9	nl	grammar-or-spelling
Het verslagen de resolutie bevatten drie aspecten die ik graag wil bespreken.	266f26b23a60aa2e0487951879acb45adab9cdaf07a70c9190fd3f692612f041	nl	grammar-or-spelling
Het loont de moeite een dergelijke dappere uitspraken nogmaals te herhalen.	22d51460efaa772ea6b556cedceba05aaf69283830e46ea23a27f03ffc4c9b47	nl	grammar-or-spelling
Op is er in uw verklaringen echter sprake geweest van een dergelijke zone.	279b5c216ed68dbf4f6a72048fe2ef4ce9dba9b22acf598d4276a2ea98052c25	nl	grammar-or-spelling
Ik heb geen verificatie ontvangen van de twee mensen die hebt genoemd.	253011081ca9f89885da85ea569519a9db796a83ce453646f0bdcb15302ba1a9	nl	grammar-or-spelling
Dit deugt niet en het zorg ervoor dat mensen hun baan kwijtraken.	2bd33903c332ee2efa605b8ae37f11a42277b60c3011eea207a85b9cac8ad5b0	nl	grammar-or-spelling
Gaat om het om een intersectorale balans?	2c06ab129749c9d3230876a43ed8862091b52b4377729054c7574076b84478c9	nl	grammar-or-spelling
De en andere maatregelen werken niet.	2c262ee0242c73ff98fd4032279d2cd2eba742ddd33f73d821498a5ad67ef719	nl	grammar-or-spelling
Het is ontzettend belangrijk dat we ...	293a177859aecb4b6fe8dae49068fec4f16c01a0ea062d60dbfc1c7cb928e5a3	nl	halve zin
Ik zou graag een antwoord op deze vraag willen?	2c878a12438d8aa9e56a0388c19cbac5502b7f44864a5d0462264a19f57daf6d	nl	grammar-or-spelling
Dit deugt niet en het zorg ervoor dat mensen hun baan kwijtraken.	2bd33903c332ee2efa605b8ae37f11a42277b60c3011eea207a85b9cac8ad5b0	nl	grammar-or-spelling
Ik vindt dat haast niet te geloven.	2d133ad10e45b0a87b41c522f93f99c2215cee38d35542a5c418d79cc986bd36	nl	grammar-or-spelling
Op die manier kon ik over het hek komen om met hen te praten.	2e3a9ca3e10b125f4500a3725214ea306a2079514183fe3ae73cc2a2ac322fdf	nl	geen problemen, maar ik zou geschreven tekst ontvangen en ik zie niks
Het verslag-Lambert kan ik niet ondersteunen.	2fa87b689cc2d149164540291b501e30fbc65b005dcf48c2e562be99495390fa	nl	grammar-or-spelling
Een verbod op alcoholreclame weerhoudt mensen er niet van te drinken.	3006d0857b87bb91c2f7afc9e621316ea8a0789d4c71773bba19d196559e4c86	nl	grammar-or-spelling
De idee van twee culturele hoofdsteden lijkt een billijke optie.	30c449c54ac8a5b85eb513afdd3185eca874f96d6940e557fe46a3042ebc1f49	nl	grammar-or-spelling
Wat we nu zien draagt daartoe volgens ons niet bij.	309c5291562b6b28f7d262d4d7e232e2a0c6f7326cb70101211937dc28495852	nl	grammar-or-spelling
Dit betekent dat de in een volgend deelstaatparlement vertegenwoordigd is.	314f9ecaf8a19302b8ee8a0a3ea4a59aabae6213d5ab27dd69afda0d4f84dc01	nl	grammar-or-spelling
Wat we nu zien draagt daartoe volgens ons niet bij.	309c5291562b6b28f7d262d4d7e232e2a0c6f7326cb70101211937dc28495852	nl	different-language
Ik raad deze reis echt af.	320c7c0864745106d38c1437a25885d0c7c7b884408d997370e1910efa8e5e29	nl	offensive-language
Daarin stelt hij bepaalde inhoudelijke voorwaarden om onafhankelijkheid bereiken.	31eed8f23d83bccf293f18ff4eb7cbf82c28e74f364fc4a5664d9120b8824c29	nl	grammar-or-spelling
Ik verzoek u met het verslag aan te nemen.	3228add7b64f6208df080e79269b6ee93e62530446ecf7bcd1acb070980e987c	nl	grammar-or-spelling
Er moeten nodig maatregelen worden genomen en wel nu.	322fd3d690b5bcf4bcd9403d17691fc05a936c089b0bff0c5158f287ef4e109a	nl	grammar-or-spelling
Ik vind het vreemd dat dit als iets bijzonders moet worden vastgesteld.	3218f62c1fa1f2d98228292bcdd4ed3ca38993723d0ae688e9f76fff784f92ed	nl	different-language
Ik vind het vreemd dat dit als iets bijzonders moet worden vastgesteld.	3218f62c1fa1f2d98228292bcdd4ed3ca38993723d0ae688e9f76fff784f92ed	nl	difficult-pronounce
Wereldwijd is de aquacultuur een van de snelst groeiende voedselsectoren.	32b52f125e544bb723253bb7fdf1602e727caa6817fcf91e389e1e6729516b11	nl	grammar-or-spelling
Dat vergt een aanzienlijke wederzijdse inspanning, een oprecht dienen van elkaar.	32c323ad2502b7375623ee6b11557ab7d8b69dd37431314c7c46549e43e736bc	nl	grammar-or-spelling
Mensen die onder arrest staan, hebben niet de mogelijkheid bij hoorzittingen aanwezig te zijn.	32c81707dc5396468135b160a59c9ee7674b4435f50f913d5fe9e754db73ea6e	nl	offensive-language
Mensen die onder arrest staan, hebben niet de mogelijkheid bij hoorzittingen aanwezig te zijn.	32c81707dc5396468135b160a59c9ee7674b4435f50f913d5fe9e754db73ea6e	nl	grammar-or-spelling
Met het oog op wat voor soort economie?	331fe17af55163a388794c30c53a4e1017cc064628a92540584f51760dd9f979	nl	na inspreken krijg ik altijd 'te zacht'.
Alles staat op maximum!
Daarin stelt hij bepaalde inhoudelijke voorwaarden om onafhankelijkheid bereiken.	31eed8f23d83bccf293f18ff4eb7cbf82c28e74f364fc4a5664d9120b8824c29	nl	grammar-or-spelling
De eerste jaren was het programma grotendeels afhankelijk van producten uit de interventievoorraden.	33eb94a4b54f2849c9874061f42928174cbab78fb4cc5b7e1e11a5563a99a297	nl	grammar-or-spelling
De eerste jaren was het programma grotendeels afhankelijk van producten uit de interventievoorraden.	33eb94a4b54f2849c9874061f42928174cbab78fb4cc5b7e1e11a5563a99a297	nl	different-language
Overigens zijn wij van plan onze inspanningen in die richting voort te zetten.	33e067064b410acf90766fe794afe1e7d0dea1efd7adfb2d3ed553e7a9117b95	nl	different-language
Overigens zijn wij van plan onze inspanningen in die richting voort te zetten.	33e067064b410acf90766fe794afe1e7d0dea1efd7adfb2d3ed553e7a9117b95	nl	https://www.google.com
Vandaag is het de realiteit, is die politieke wil er echt.	33a9ed1b5c0728168f0146f24c2c17219229b05cf0a1944677e043bf2b6f781b	nl	offensive-language
Vandaag is het de realiteit, is die politieke wil er echt.	33a9ed1b5c0728168f0146f24c2c17219229b05cf0a1944677e043bf2b6f781b	nl	different-language
Vandaag is het de realiteit, is die politieke wil er echt.	33a9ed1b5c0728168f0146f24c2c17219229b05cf0a1944677e043bf2b6f781b	nl	difficult-pronunciation
Laten we de handen uit de mouwen steken!	33b284c0d6afb19db39f10f6164c17e7634b58762da14cde3b08f4ca2bf59c93	nl	different-language
Onbeheerst doorgaan waarmee ben begonnen is.	05d0e8dd6df025eef1e1397b6d753788faaf9fb3df587908ce8dadaa253c7e7e	nl	grammar-or-spelling